id;company;paragraphs;label
2618;vyze;1 https://www.bcg.com/en-ca/publications/2017/retail-technology-digital-canadian-r etailers-meet-demand-e-commerce-takes-off.aspx  2 https://vyze. com/consumer-financing/ecommerce-financing/3 http://www.business2community.com/finance/benefits-customer-financing-increase-a ov-15-consumer-credit-options-01179677#ce0l3bxtylvczdhz.97;Q
2796;vestorly;" deserve to hear it from the horses mouth [sic] . . . .  just please, make sure they understand that without a doubt this was not a  client issue, a business issue[,] a practice issue[,] or a team hr issue. it was  purely internal ubs admin stuff that i go[t] tied up in as we spoke about.  pl.'s ex. 24 at 2. this e-mail shows that mr. fiore had already spoken to ms. jacklin about  ubs's termination of his employment by december 6, 2016. mr. fiore and ms. jacklin  exchanged several additional follow-up e-mails on december 6, 2016. in one of these emails,  mr. fiore stated that ""i will be back before you know it[,] paula and excited to share it with all of  you!!!"" id. at 2.  on february 1, 2017, mr. fiore sent adam kokas of atlas air group (""atlas""), a major  fdg group client, an e-mail from one of his personal e-mail addresses that invited mr. kokas to  ""grab a cocktail or lunch"" so that mr. fiore could ""fill [him] in on the goings on with [mr. fiore]  and also answer questions you may have!!"" pl.'s ex. 23.  around april 24, 2017, mr. fiore exchanged text messages with larry bates, of apollo  global management (""apollo""), a fdg group client. see pl.'s ex. 25. the following text  message exchanges occurred between the two:  mr. bates: all good - how's business plans going?  mr. fiore: excellent buddy -looking forward to making a huge announcement  soon!! i should have done this years ago bro . . .  . . . .  mr. bates: what's your target date?  17  mr. fiore: i can't say bro but you will know my man  pl.'s ex. 25 at 1-2. at the hearing, mr. fiore testified that mr. bates is not on the retirement plan  board at apollo and that defendants had excluded apollo from being solicited by procyon.  mr. fiore's testimony also indicated that, following ubs's termination of his  employment, he reached out to around fifteen to twenty fdg group clients for whom he had  been the lead contact, to explain what had happened. to his knowledge, the fdg group was not  aware of these communications.  v. other communications  on may 26, 2017, mr. farrar sent the other protocol defendants, mr. fiore, and mr.  foster an email discussing the preparation of protocol lists for the protocol defendants. see  email, pl.'s ex. 5. five pdf documents were attached to the email, containing different lists of  client information that the group was working from. mr. fiore testified that he did not reply to  provide feedback because he had no relevant data at that time.  b. the protocol defendants  the court finds that, with regards to the protocol defendants, the evidence clearly  establishes that they, particularly mr. farrar, were working with mr. fiore prior to june 2, 2017  to establish the new entity that became procyon.  mr. fiore's testimony and the evidence of mr. fiore's communications, particularly those  with ms. disbrow and dr. aledort, shows that, as early as february 28, 2017, mr. fiore had  already given mr. farrar a ""huge amount of responsibility in building our new operation."" pl.'s  ex. 22 at 11-17. by march 3, 2017, mr. fiore was already working with mr. farrar and the  other protocol defendants to set up the entity that became procyon, including by searching for  real estate for the new office. pl.'s ex. 17.  18  on may 26, 2017, mr. farrar sent the other protocol defendants, mr. fiore, and mr.  foster an e-mail discussing the preparation of protocol lists. see e-mail, pl.'s ex. 5. mr.  farrar's e-mail attached five pdf files, which were (a) one protocol list of institutional clients  that the protocol defendants were planning to include on their protocol lists; (b) one ubs copy  of the same list, which had account numbers; (c) one protocol list of private clients that the  protocol defendants were planning include on their protocol lists; (d) one ubs copy of the same  list, which had account numbers; and (e) a list of institutional clients that were removed and that  ""should not be listed on any sheet we are turning in and won't go further than here.""7 id. the  court finds that this evidence shows that, at least on this occasion, the protocol defendants sent a  ubs file containing confidential client information, in the form of account numbers, to mr.  fiore, who had been terminated from ubs.  mr. farrar's may 26, 2017 e-mail included a few comments of particular relevance:  please review this list. it is compiled from the data you provided me. if there are  an errors no matter how small lets fix so we don't give ubs any stupid reason to  object.  . . .  i sorted the [private client] list by zipcode just to fuck with them a little. it's the  small things....  email, pl.'s ex. 5.  mr. minerva indicated that he learned that,8 on june 1, 2017, the day before the protocol  defendants resigned from ubs, they ""informed the fdg group support staff that they would be  having a team bowling event."" minerva aff. &para; 55. instead, the protocol defendants actually  brought the fdg group support staff ""to procyon's office and solicited them to join"" procyon.  7 the list of institutional clients that were removed was in the form of an e-mail chain including a forwarded e-mail  from mr. foster's gmail account, dated may 24, 2017. mr. fiore's testimony noted that the clients on this list were  removed from the protocol defendants' proposed protocol lists because they were clients that had not been referred  by fdg group members.  8 mr. minerva's affidavit does not indicate how he learned this information, or from whom. see minerva aff. &para; 55.  19  id. among the fdg group support staff that had been at ubs, mr. foster, robert ossers, and  richard appaluccio also resigned from ubs to join procyon. id. &para; 56. at the hearing, ms.  giordano testified that she was among the employees defendants approached and that she, in  fact, joined procyon at its inception and worked there for several days, though she then returned  to ubs. defendants admit that a june 1, 2017 event occurred, but dispute that this event violated  relevant non-solicitation provisions. see farrar decl. &para; 21, ecf no. 45 (""we invited the staff of  the fdg group to a social event on the evening of june 1, 2017. we disclosed our plans to  resign the next day and we explained we were launching procyon. we did not solicit them to  come . . . . some indicated they wanted to join [procyon]. they were asked to sign statements  confirming they were not solicited."").  2. june 2, 2017 announcements  on june 2, 2017, the day that procyon opened for business, mr. fiore's procyon email  address sent out an e-mail blast with the subject line, ""exciting news: the team of fdg group  is now procyon partners"" (the ""blast e-mail""). blast e-mail at 1, ecf no. 1 ex. j. this e-mail  was signed by defendants and mr. foster, as partners of procyon. id. at 2-3. around this time,  procyon also sent a hard copy mailing that included a cover letter that was essentially identical to  the blast e-mail (the ""letter"" and collectively, the ""announcements"") as well as account transfer  paperwork and documents that included some personal identifying information. supp. minerva  aff. &para; 4, ecf no. 18; see also letter, ecf no. 18 ex. a. the hard copy mailing also included  ""account transfer forms and promotional materials about procyon, among other things.""  minerva aff. &para; 7.  20  a. recipient lists  the testimony at the hearing showed that defendants sent the blast e-mail to roughly  1600 email addresses. testimony at the hearing also showed that defendants sent the letter to  roughly 300 private clients from the fdg group, out of the total of roughly 500 or 600 fdg  group private clients. mr. farrar's testimony admitted to some oversights by defendants in their  preparation of the announcements' recipient lists, which led to the inclusion of at least some  contacts that defendants did not intend to solicit.  mr. farrar testified that defendants did not use the protocol lists when sending the blast  e-mail, instead they used the protocol lists to help compile a distribution list, using a software  called vestorly. they then used those distribution lists to send the blast e-mail.  on may 10, 2017, as part of the planning process for the blast e-mail, mr. farrar sent the  other defendants and mr. foster an e-mail attaching a spreadsheet of email addresses that they  planned to send the blast e-mail to (the ""spreadsheet""). pl.'s ex 6 at 1. the spreadsheet had  two tabs, the first for ""clients"" and the second for ""cois"" or ""centers of influence.9 mr.  farrar's testimony at the hearing indicated that the centers of influence tab was for adding  friends and family and others that defendants wished to notify. his testimony further indicated  that the 1600 e-mail addresses that ultimately received the blast e-mail included both the people  listed under the clients tab and the centers of influence tab. the spreadsheet was not yet in its  final version, and mr. farrar's e-mail asked the others to continue ""filling this out separately""  before mr. farrar would send it to mr. foster to compile it.  9 one issue that ubs raised at the preliminary injunction was that the defendants had, up to july 17, 2016, the date  of the preliminary injunction hearing, refused to produce the centers of influence tab of the spreadsheet as part of  discovery in this case. as part of ubs's request for injunctive relief, it is requesting that the court order defendants  to produce the centers of influence tab to them, so that ubs can determine if defendants have, in ubs's view,  wrongfully contacted any other clients that ubs is not yet aware of.  21  mr. farrar testified that the blast e-mail was sent to at least one individual from satterlee  stephens, a fdg group institutional client that was not on the protocol lists. he further testified  that the blast e-mail was also sent to at least one individual from dxl group, a fdg group  institutional client that mr. farrar had previously listed as an institutional client that should be  excluded from the protocol lists. the dxl group representative responded favorably to the  blast e-mail and set up a meeting with mr. gahan and mr. gloria. mr. farrar also testified that  at least one individual from apollo had received the blast e-mail, though, as mr. fiore also  testified, apollo was one of the fdg group institutional clients that procyon intentionally  excluded from the protocol list. procyon representatives have scheduled a meeting with apollo.  as for the letter recipients and private clients, mr. farrar's testimony showed that at  least some of the recipients of the letter were private clients who were introduced by fdg  group members who remained at ubs, including ron edelstein, a client of mr. gaugler.  b. announcement contents  the first paragraph of the blast e-mail explained the following to recipients:  we're writing to share exciting news about the launch of our new firm, procyon  partners. we are now an independent, employee-owned financial advisory firm  registered with the sec. drawing upon our years of experience and broad  expertise, we will continue to serve our clients through a dual focus on [the  private wealth management business and the institutional client business].  blast e-mail at 1. the e-mail goes on to note that, ""[w]ith our firm's two complementary  practices, the name procyon perfectly reflects the long, proud tradition of our founding partners  who have helped people along their financial journey for more than 20 years."" id.  the e-mail went on to inform recipients that ""[o]ur team will be reaching out to you in  the coming days to discuss any questions you may have about this change, including details  about the smooth transition of your accounts to our new custodian partner, schwab advisor  22  services, if applicable."" blast e-mail at 2. it further notes that ""[w]hile this is a significant  change for our firm, what's most important is what won't be changing: our passionate  commitment to serving you."" id.  3. communications after june 2, 2017  ubs's motion for a preliminary injunction alleged that defendants also made various  communications after june 2, 2017 that misrepresent procyon and the status of the fdg group.  see pl.'s br. at 12-13. the court finds that much of the evidence that ubs attached to their  motion to support these allegations is hearsay evidence that, while admissible in the court's  consideration of a preliminary injunction motion, is ultimately unpersuasive and inconclusive.  see mullins v. city of n.y., 626 f.3d 47, 52 (2d cir. 2010) (noting that ""hearsay evidence may be  considered by a district court in determining whether to grant a preliminary injunction"" and that  the fact that evidence is hearsay ""goes to weight, not preclusion at the preliminary stage"");  country fare llc v. lucerne farms, no. 3:11-cv-722 (vlb), 2011 wl 2222315, at *9 (d.  conn. june 7, 2011) (noting that ""[c]ourts have wide discretion to assess the affidavit's  credibility and generally consider affidavits made on information and belief to be insufficient for  a preliminary injunction"" and rejecting a declaration as ""unpersuasive"" because it ""was made on  unidentified and unsubstantiated information and belief and not on . . . personal knowledge"");  mullins v. city of n.y., 634 f. supp. 2d 373, 384 (s.d.n.y. 2009), aff'd, 626 f.3d 47 (2d cir.  2010) (""the court may consider hearsay evidence in a preliminary injunction hearing.  nevertheless, a court may weigh evidence based on whether such evidence would be admissible  under the federal rules of evidence."" (internal quotation marks omitted)).  23  ii. discussion  because defendants received notice and participated in an adversarial hearing on ubs's  motion for a temporary restraining order and a preliminary injunction, ecf no. 3, the court  treats ubs's motion as a motion for a preliminary injunction. see genworth fin. wealth mgmt.,  inc. v. mcmullan, 721 f. supp. 2d 122, 125 (d. conn. 2010) (treating application for temporary  restraining order as motion for preliminary injunction). the standards for entry of a temporary  restraining order and a preliminary injunction are identical. see andino v. fischer, 555 f. supp.  2d 418, 419 (s.d.n.y. 2008) (""it is well established that in this circuit the standard for an entry  of a tro is the same as for a preliminary injunction."") (gathering cases). ""a party seeking a  preliminary injunction must demonstrate: (1) either (a) a likelihood of success on the merits or  (b) sufficiently serious questions going to the merits to make them a fair ground for litigation and  a balance of hardships tipping decidedly in the movant's favor and (2) irreparable harm in the  absence of the injunction."" faiveley transp. malmo ab v. wabtec corp., 559 f.3d 110, 116 (2d  cir. 2009) (internal quotation marks and citations omitted).  the parties agree that the subject matter of this case is subject to finra arbitration.  nonetheless,"" the expectation of speedy arbitration does not absolve the district court of its  responsibility to decide requests for preliminary injunctions on their merits."" am. exp. fin.  advisors inc. v. thorley, 147 f.3d 229, 231 (2d cir. 1998)  a. likelihood of success on the merits or sufficiently serious questions going  to the merits  before a district court may grant a preliminary injunction, the party seeking it must  demonstrate either one of ""(a) a likelihood of success on the merits or (b) sufficiently serious  questions going to the merits to make them a fair ground for litigation and a balance of hardships  tipping decidedly in the movant's favor."" faively transp., 559 f.3d at 116.  24  ubs moves for injunctive relief based on all counts in its complaint. see motion at 2,  ecf no. 3. the complaint brings claims for alleged breach of contract by mr. fiore, compl. &para;&para;  48-51; alleged breach of contract by mr. farrar, mr. gloria, and mr. gahan, id. &para;&para; 52-55, alleged  misappropriation of trade secrets under cutsa by all defendants, id. &para;&para; 56-62; alleged  violations of cutpa by all defendants, id. &para;&para; 63-67; mr. farrar, mr. gloria, and mr. gahan's  alleged breach of fiduciary duties that they owed to ubs by allegedly collaborating with  procyon prior to their resignation from ubs, id. &para;&para; 68-73; and alleged unfair competition by  defendants, id. &para;&para; 73-75.  as ubs clarified at the hearing, its request for relief is focused on the following  categories of allegations, (1) that mr. fiore is not protected by the protocol and remains bound  by non-solicitation provisions of his agreements with ubs, both points that defendants  conceded at the hearing; (2) that mr. fiore has made various communications to present or  former fdg group clients, both before and after the june 2, 2017 opening of procyon, that  constitute solicitation and therefore violate his non-solicitation obligations, which defendants  dispute; (3) that the protocol defendants had been collaborating with mr. fiore prior to their  june 2, 2017 resignations from ubs and that they therefore violated fiduciary and other duties to  ubs, which defendants dispute; and (4) that after the protocol defendants resigned from ubs  on june 2, 2017, procyon made certain communications to clients that they did not include on  their protocol lists, which violates the protocol and justifies the court imposing injunctive relief  as to the protocol defendants, which defendants also dispute.  for the reasons discussed below, the court finds that ubs has shown a likelihood of  success on the merits as to mr. fiore violating his non-solicitation agreements. the court also  finds that ubs can show neither a likelihood of success on the merits, nor sufficiently serious  25  questions going to the merits to make them a fair ground for litigation as to the protocol  defendants, because of the protocol. as will be explained below, because the court ultimately  finds that ubs will not be able to show irreparable harm in the absence of an injunction and the  court will therefore not grant its motion for a preliminary injunction.  1. mr. fiore  at the hearing, the parties agreed that the protocol does not apply to mr. fiore, and also  agreed that he is governed by non-solicitation obligations arising from his agreements with  ubs.10 thus, the only issue that remains for the court as to mr. fiore is whether any of his  communications with fdg group clients rose to the level of solicitation and therefore violated  his agreements with ubs.  mr. fiore's transition agreement defined ""solicit"" as communicating in any way with a  client that ""may have the effect of inviting, encouraging or requesting a client"" to (a) ""transfer  his/her [ubs] accounts to [mr. fiore] or his/her new employer"", (b) ""open a new account with  [mr. fiore] or his/her new employer"", or (c) ""otherwise discontinue his/her existing business  relationship with [ubs]."" fiore trans. agr. &para; 5, ecf no. 1 ex. a.  courts have found that a defendant breaches their non-solicitation agreement when  sending an announcement that announces their new firm and their particular expertise to a  targeted recipient list that includes clients from their former firm. see marsh usa inc. v.  schuhriemen, 183 f. supp. 3d 529, 536 (s.d.n.y. 2016), amended, 2016 wl 2731588";Q
3003;svpply;haven, sidewire, panorama education, eshares, cover, sift science, storefront, kik interactive,famous.af / stolen, quantopian, plaid, fundersclub, mark43, thalmic labs, qriously, work market, kitchensurfing, priceonomics, academia, aviary, flywire, timehop, next new networks,svpply, altius education, 73 more...;Q
3040;zeakal;finistere was founded in 2005 and maintains offices in palo alto and san diego, california and tel aviv. other companies currently in the firm's portfolio include ag analytics company cropx, plant traits technology company zeakal and plenty, which connects consumers with local produce.;Q
3632;shiphawk;" location        percentage of fastest-growin        overall       dominate                          list   g company in        company     sectors in                                   the region        ranking       location silicon valley     18 percent     theravance              5    software 59                                biopharma us,                       percent                                         inc. new york metro     16 percent classpass inc.              2    software 51 area                                                               percent greater los         8 percent       shiphawk              8    software 53 angeles area                                                      percent;                                                                    digital                                                             content/media/                                                              entertainment                                                                 20 percent new england         6 percent          toast              3    software 50                                                                   percent;                                                                 biotech 34                                                                    percent washington,         5 percent ilearningengin             14    software 52 d.c.                                      es                       percent washington             donuts              1    software 72 state                                               percent

  2017            company          sector   revenue growth       city, state rank                                            (2013 to                                                    2016) 1           donuts inc. communications/   59,093 percent         kirkland,                              networking                         washington 2        classpass inc.        software   46,556 percent     new york, new                                                                       york 3                 toast        software   31,250 percent           boston,                                                              massachusetts 4               aratana biotechnology/    31,242 percent   leawood, kansas           therapeutics,  pharmaceutical                    inc. 5            theravance biotechnology/    21,426 percent         south san           biopharma us,  pharmaceutical                         francisco,                    inc.                                         california 6               liftoff        software   16,981 percent        palo alto,                                                                 california 7             salesloft        software   13,759 percent  atlanta, georgia 8              shiphawk        software   13,638 percent    santa barbara,                                                                 california 9              ispot.tv        software   13,323 percent         bellevue,                                                                 washington 10         cylance inc.        software   13,057 percent           irvine,                                                                 california";Q
3695;utterz; companies listed 3 20th century fox 4info addidas advanced-television.com airtel aka aki alcatel lucent amobee media systems aol apple bango bebo bluepulse blyk boots britekite buongiorno calvin klein cellcom cnn coca cola coi connexions comscore dada dada ad daimler chrysler disney dodgeball domino's pizza dynamic logic ebay emi emarketer ericsson europa facebook flickr fon 11 frengo gofresh goldspot media google greystripe groovr gsm world honda inneractive smart media itsmy.com jaiku jamster jjb sports jygy loopt l'oreal m3 mobile m:metrics meet now live microsoft mig 33 mobiad mobifun mobile entertainment forum mobi tv mobile europe mobile marketing magazine mobixell networks moconews.net mocospace mosh mobile motorola myspace myxer natwest nec netsize new line cinema nielsen nme nokia ntt docomo opera orange paramount peekamo penguin books pick me up pitch play phone qik rhythm newmedia rok entertainment saab samsung shozu skype smart telecommunications sniff societe generale sony sony bmg music entertainment sony pictures splash mobile entertainment sprint strands suzuki telephia tellabs the european commission the guardian t-mobile treemo twango twitter umobile utterz visa vodafone wadju what's on tv whrrl xero mobile xunii yahoo!;Q
4352;rotohog;   clth089 03/08/2007 08:21 r f ca-rotohog.com-bball    (los angeles) rotohog.com: revolutionizing fantasy baseball    with stock market principles;Q
4450;reviewtrackers;"     ·    winning the inbox austin : august 24 from 4-7 pm at gather, monroe           street      ·    winning the inbox denver : august 29 from 4-7 pm at blue moon brewing           company      ·    winning the inbox boston : september 12 from 4-7 pm at revere hotel           boston commons      ·    winning the inbox chicago: september 19 from 4-7 at reviewtrackers           headquarters

  emma , a provider of best-in-class marketing software and services, today announced the full lineup of its first-ever roadshow. following the success of its third annual marketing united conference, emma, along with sparkfly , torchlite and reviewtrackers , will be heading to austin, denver, boston and chicago in august and september to discuss the state of marketing and provide practical advice to help marketers be more successful.

       ·    connecting the dots: marketing your customers (and boss) will loveceo           of sparkfly catherine tabor and jonathan greenlee, vice president and           general manager of hospitality, will share how marketers can connect           digital marketing and offline audience behavior to create a more           unified and cohesive marketing program.      ·    closing the loop: creating the ultimate customer experiencemarketing           doesn't stop once someone becomes a customer. josh fosburg, vice           president of sales at reviewtrackers, will explain how listening to           customer feedback and acting on it can turn one-time customers into           loyal brand evangelists.      ·    what lies ahead for digital marketers?attendees will participate in a           discussion with presenters about the future for digital marketers.";Q
4503;portfolioquest;fintech awards  company name                                                   solution name  agdelta pte ltd                                digital wealth platform (dwp)  aida technologies pte ltd                             claims expeditor ? stp  asia risk transfer solutions (arts)           crop risk expert system (cres)  attores pte ltd                                            open certificates  beamandgo pte ltd                                                  beamandgo  blocko                                           lotte card blockchain-based                                                                authentication  cashshield                                                          vanguard  citibank                                           singapore acquisition api  first data                                     first data universal commerce                                                               solution (ucom)  flywire                                        flywire international payment                                                                      solution  fomo pay pte ltd                                                fomo pay app  hdh capital management pte ltd                                mandelbrot cue  hedgespa pte ltd                           hedgespa core investment platform  hitpay technologies pte ltd                                  hitpay keyboard  instarem pte ltd                                   instarem payment solution  mercer (singapore) pte ltd             jenneke chatbot for employee health &                                                       benefits administration  mobidoo                                               sonic payment solution  o2o technologies pte ltd                                          kristal.ai  planar investments pte ltd                 weinvest digital wealth solutions  portfolioquest                                                portfolioquest  signzy                                        remote digital current account                                                              opening for smes  silent eight pte ltd                                            silent eight  singapore life pte ltd                                                    na  singx pte ltd                                                          singx  spark systems pte ltd                                               spark fx  symphony communication services                                     symphony singapore pte ltd  the association of banks in singapore                                 paynow  united overseas bank                                      telco insights poc  voxsmart pte ltd                         mobile compliance and surveilliance  weeshing inc.                                                       weeshing;Q
4556;accuwater;"company:  accuwater, inc. booth/stand:        337 media contact:      tom watson phone:    512-496-2379 e-mail:   tom@accuwater.com web:      http://www.accuwater.com

 accuwater offers the industry's most innovative products for integration of landscape irrigation into home networks and control systems. designed as network appliances and using state-of-the-art weather and landscape modeling, accuwater brings worry-free, self-adjusting irrigation within reach for all homeowners. when integrated with a home control system, convenience functions like ""manual irrigation"" and ""party mode"" are always easily accessible. accuwater is based in austin, texas.";Q
4668;dwellable;"   below, check out how the ten u.s. cities with the largest numeric increases in population from 2015 to 2016 (in order of gains) are faring with respect to housing.  1. phoenix &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp ;amp;amp;lt;p&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;am p;amp;amp;amp;amp;amp;gt;los angeles&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; amp;amp;amp;amp;lt;/p&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;am p;amp;amp;amp;amp;amp;amp;amp;gt;  the biggest numeric gain in population hit arizona's sprawling capital, with 32,113 individuals setting roots inside city limits. phoenix's housing situation is not exactly pressed; its role in the pre-recession housing boom has left it with plenty of excess stock. (in fact, it may have lost units in 2013 and 2014, and added just a scant 60 units in 2015, which barely show up on this chart as 167 dwellable spots. (those numbers are well within the margin of error, though- could just be noisy data.)  2. los angeles    my hometown has become an unlikely poster child for the urban affordability crisis sweeping the country. tens of thousands of new residents are flooding the city every year, and housing additions have been uneven. dwellability has increased every year since 2013, though-if that trend line continues, there could be enough new units at least for the new folks coming in every year. that doesn't mean the end of the housing shortage, though: there are still years of latent demand to account for.     3. san antonio    though it slowed considerably in 2016, san antonio's growth has been explosive in recent years, and it's begun to grapple with an affordability crisis. from the looks of it, housing has not not begun to catch up.  4. new york city    new construction in the big apple boomed in 2014, thanks to a wave of new luxury developments. that settled down in 2015, but building permits also surged that year. the numbers aren't in the census for 2016, but other sources show that the city was actually able to build or preserve an impressive 22,000 affordable apartments that year. meanwhile, new york's population growth has slowed way, way down-it's pretty alarming to see it charted so clearly here. rents will never be cheap in nyc, but they, too, are falling faster than most of the other primo markets in the u.s. for once, america's biggest city resembles something of a tenant's market.  5. seattle    measuring the rate of growth for the cities on this list, seattle was the second fastest growing big city after phoenix. unlike its sunnier counterpart, seattle is grappling with a major housing crisis as it gains tons of new residents. there are positive signs, though: seattle increased its dwellability considerably in 2015 through a massive rental boom. reports suggest that the trend line will continue in 2016 and 2017. even if many of these new homes are priced for luxury tenants initially, that stock should eventually ""filter down"" over time to meet the needs of lower-income renters. it'll take years, but there could be hope for seattle-ites.  below, check out the next five top-gaining u.s. cities are doing.  6. dallas    dallas' population growth has slowed down, but dwellability ramped up in 2015. home prices are on a steady upwards trajectory.  7. fort worth    fort worth's population gains track closely with dallas', and its dwellability trend line registers a steady increase since 2013.    8. houston    houston saw a big dip in new residents in 2016, but a huge spike in dwellability. is it enough to abate the city's quiet affordability crisis? maybe if construction continues at this pace.  9. austin    texas' most expensive housing market saw new dwellability ratchet up in 2013, but it's declined since. austin is struggling with a severe shortage of affordable housing, but at least these numbers show a closer-than-average match between new residents and new capacity.  10. san diego poor san diego: when it comes to creating housing, america's finest city it ain't. the city seems to have shed units in 2012 (though that loss is well within the margin of error, so this could just be noise), and though it's been adding unevenly since then, it's still losing more affordable homes than it's gaining. meanwhile, new san diegans keep pouring in.  so what's our forecast? many of america's big expensive cities are seeing a rent slowdown, and if some of these reassuring gains in housing capacity continue, perhaps that will continue. the citylab dwellability index is an ongoing experiment in comparing housing growth to population growth, and we'll keep refining it. check out this spreadsheet to see how i got these numbers; and please chime in on how this experiment could work better for the next batch of population numbers.";Q
5284;omedix;aquatricity clearvoice, inc. evisit iron horse diagnostics, inc. mobilelogix nuvox pharma omedix parkx llc revolutionparts, inc. rightbio|metrics salesfitrx shelvspace.com simplewan smart clinic solarthermix, llc the medical memory;Q
3081;stembiosys;" alexandria, va: united states patent and trademark office has received an application no. 20170281686 for us patent, published on october 5, 2017, by stembiosys, inc. (texas), titled as ""bone marrow stromal cell derived extracellular matrix protein extract and uses thereof""  for the registration of patent.

 stembiosys, inc. (texas) applies for us patent titled as ""bone marrow stromal cell derived extracellular matrix protein extract and uses thereof""";X
3242;pathgather;based in new york city, eip's global investments include moviepass, crowded, cuebiq, planted, gvng, avlino, radius8, ocrolus, score data, aggrigator, square foot, pathgather, liftmetrix, switchme, tone tag and youplus. eip has also invested in kabbage, coupa, banjo, freedompay and radius. additional information is available at www.eipfund.com .;X
3342;podimetrics;university of arizona researchers published a recent study in the journal diabetes care, following 129 patients for 34 weeks. they found the mat, developed by us company podimetrics, detected 97% of developing foot ulcers at least five weeks before symptoms emerged.;X
3387;angelmd;"as the industry leader in early-stage healthcare investing, angelmd has pulled together a mix of speakers that will educate and inspire attendees to kick off 2018. just a few of the speakers include:

 based in seattle, angelmd is redefining early stage healthcare investing taking it from a completely analog and amateur endeavor to one that is more digital, informed by data and leverages the strength of its growing network of experts. the platform connects medical startups, physicians, investors and industry with the goal of better outcomes. angelmd enables medical startups to create profiles on their site and develop exposure with potential investors, customers and acquirers. web site: http://www.angelmd.co /

 we are excited to provide a unique investment event that mirrors the objective of angelmd  facilitating better outcomes for investors, said tobin arthur, founder and ceo of angelmd. every year at jp morgan we are asked to produce an event that mirrors the education and investment activity that occurs on angelmd. alpha is designed to do just that. through support from terrific sponsors like insperity and innovation platform capital (ipc), we are assembling world-class speakers, hand-picked investor guests, and a very select group of startups. in addition to the content and investment activity the event facilitates, attendees will be treated to amazing wine-centric experiences and networking.

 (prweb) - healthcare-focused investment platform, angelmd, announced today a new conference bringing together investors, healthcare, and technology leaders as well as select startups for an invitation-only event. alpha is designed to inspire, educate, and foster increased investment in leading medical startups from around the world. the event is being held at the westin verasa in napa january 5 and 6, 2018.

 we are always humbled by the quality of startups in our network, said jens francis, chief investment officer of angelmd. not only will we put capital to work from our catalyst fund, but we will provide access to really high quality investment opportunities for individuals and family offices looking for alpha in their investment portfolio.

 in addition to the educational component of the event, the angelmd catalyst fund opened submissions from startups looking to raise capital. from several hundred applications, six companies will be selected for investment from catalyst fund lp 1 and each will have a syndicate opened empowering the startup to accept individual investors from their own network and the angelmd membership.";X
3475;agrilyst;" ar systems also announced that it is the exclusive provider of automated control technologies to grow pod solutions, a leading california-based developer of indoor container-based farms. ar systems provides the farming control software, its proprietary bipolar ionization system, fertigation scheduling, and full-time surveillance. the system is fully automated and allows operators to monitor the cultivation process from anywhere in the world. shannon illingworth, chief innovation officer at ar systems, said that the company has the most innovative and reliable automated farming control technologies in the world. ""automated farming in portable shipping containers provides a practical solution to so many challenges,"" he said. ""our proprietary controls allows for the cultivation of a wide variety of plants, fruits and vegetables, virtually anywhere in the world."" ar systems also provides data and insight into the cultivation process. data does two things for a farm: it helps growers increase yields and drives down operational costs. but even more importantly, data helps farmers drive up top-line revenue. according to agrilyst, data can help farms increase revenue by more than 20%. how? insights drive better optimization, varietal selection, growth speed, irrigation adjustments, and more. according to global market insights, indoor farming is a $14.8 billion per year industry, and that doesn't count another $6.7 billion from the cannabis industry. ""this market is growing rapidly because it allows anyone to grow for profit or for humanitarian efforts. ar systems is proud to be a technology leader and provide the systems that form the backbone of this impressive industry.""";X
